patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow,has_top_class
S2B_MSIL2A_20180428T095029_N9999_R079_T33TXN_09_69,['Arable land' 'Pastures' 'Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20180428T164218_33TXN_9_69,S2B_MSIL2A_20180428T095029_9_69,False,False,True
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_22_05,"['Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Permanent crops' 'Transitional woodland, shrub'
 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_22_5,S2B_MSIL2A_20180515T112110_22_5,False,False,True
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_80_61,"['Industrial or commercial units'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_80_61,S2A_MSIL2A_20180506T100031_80_61,False,False,True
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_72_90,['Agro-forestry areas' 'Broad-leaved forest'],train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_72_90,S2A_MSIL2A_20171221T112501_72_90,False,False,True
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_06_69,"['Marine waters' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170613T160455_34VER_6_69,S2A_MSIL2A_20170613T101031_6_69,False,False,True
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_01_57,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_1_57,S2A_MSIL2A_20171221T112501_1_57,False,False,True
S2B_MSIL2A_20170830T102019_N9999_R065_T34VDR_90_62,['Marine waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20170830T160543_34VDR_90_62,S2B_MSIL2A_20170830T102019_90_62,False,False,True
S2A_MSIL2A_20171002T094031_N9999_R036_T34TCR_83_72,['Arable land' 'Pastures'],train,Serbia,S1B_IW_GRDH_1SDV_20170929T045327_34TCR_83_72,S2A_MSIL2A_20171002T94032_83_72,False,False,True
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_42_90,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_42_90,S2B_MSIL2A_20170817T101019_42_90,False,False,True
S2B_MSIL2A_20170802T092029_N9999_R093_T34TFN_06_11,['Complex cultivation patterns' 'Urban fabric'],train,Serbia,S1B_IW_GRDH_1SDV_20170803T162408_34TFN_6_11,S2B_MSIL2A_20170802T092029_6_11,False,False,True
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_41_04,['Agro-forestry areas' 'Arable land' 'Broad-leaved forest' 'Pastures'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_41_4,S2A_MSIL2A_20171002T112112_41_4,False,False,True
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_05_02,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20180524T154016_35VNK_5_2,S2B_MSIL2A_20180525T94031_5_2,False,False,True
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_79_83,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_79_83,S2A_MSIL2A_20171101T94132_79_83,False,False,True
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_10_29,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35ULB_10_29,S2B_MSIL2A_20170927T094019_10_29,False,False,True
S2B_MSIL2A_20180421T100029_N9999_R122_T33UWQ_33_81,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Mixed forest']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165111_33UWQ_33_81,S2B_MSIL2A_20180421T100030_33_81,False,False,True
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_78_15,['Agro-forestry areas' 'Arable land' 'Inland waters' 'Pastures'],train,Portugal,S1A_IW_GRDH_1SDV_20170812T182647_29SNC_78_15,S2A_MSIL2A_20170813T112121_78_15,False,False,True
S2B_MSIL2A_20171016T101009_N9999_R022_T34VDM_56_10,['Marine waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20171016T045729_34VDM_56_10,S2B_MSIL2A_20171016T101009_56_10,False,False,True
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_41_81,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170925T043256_35VPK_41_81,S2B_MSIL2A_20170924T93020_41_81,False,False,True
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_86_43,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180525T153259_35VNL_86_43,S2B_MSIL2A_20180525T094029_86_43,False,False,True
S2B_MSIL2A_20180421T100029_N9999_R122_T33UWQ_36_86,['Coniferous forest'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33UWQ_36_86,S2B_MSIL2A_20180421T100030_36_86,False,False,True
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_06_46,['Pastures' 'Urban fabric'],train,Ireland,S1A_IW_GRDH_1SDV_20180420T063917_29UPU_6_46,S2B_MSIL2A_20180421T114349_6_46,False,False,True
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWM_68_06,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWM_68_6,S2B_MSIL2A_20180421T100030_68_6,False,False,True
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNH_01_57,['Arable land' 'Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180523T154834_35VNH_1_57,S2B_MSIL2A_20180525T94030_1_57,False,False,True
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_09_33,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20171101T154016_35VNK_9_33,S2A_MSIL2A_20171101T094131_9_33,False,False,True
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_42_03,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Inland wetlands' 'Mixed forest' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_42_3,S2B_MSIL2A_20170808T094029_42_3,False,False,True
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_87_52,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_87_52,S2B_MSIL2A_20180201T093219_87_52,False,False,True
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_52_08,['Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_52_8,S2B_MSIL2A_20180220T114339_52_8,False,False,True
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_81_33,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Lithuania,S1A_IW_GRDH_1SDV_20180413T161957_34UEG_81_33,S2A_MSIL2A_20180413T095031_81_33,False,False,True
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_36_84,['Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_36_84,S2A_MSIL2A_20170701T093031_36_84,False,False,True
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_10_56,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_10_56,S2B_MSIL2A_20180515T112110_10_56,False,False,True
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_41_86,['Coniferous forest' 'Inland wetlands'],train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_41_86,S2B_MSIL2A_20180521T100029_41_86,False,False,True
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_07_17,['Complex cultivation patterns' 'Coniferous forest' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20180422T182150_29UPU_7_17,S2B_MSIL2A_20180421T114349_7_17,False,False,True
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_67_89,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_67_89,S2B_MSIL2A_20180201T093219_67_89,False,False,True
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_86_12,"['Broad-leaved forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation' 'Permanent crops'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171122T063425_29SND_86_12,S2A_MSIL2A_20171121T112351_86_12,False,False,True
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_82_55,['Agro-forestry areas' 'Broad-leaved forest' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_82_55,S2B_MSIL2A_20180515T112109_82_55,False,False,True
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_80_02,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180525T153259_35VNL_80_2,S2B_MSIL2A_20180525T094029_80_2,False,False,True
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_78_89,"['Agro-forestry areas' 'Inland waters' 'Permanent crops'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_78_89,S2B_MSIL2A_20180515T112109_78_89,False,False,True
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_00_28,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_0_28,S2B_MSIL2A_20180515T112110_0_28,False,False,True
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_85_77,['Arable land' 'Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170819T044013_34WFS_85_77,S2B_MSIL2A_20170817T101019_85_77,False,False,True
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_08_26,['Coniferous forest' 'Mixed forest'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_8_26,S2B_MSIL2A_20180421T100029_8_26,False,False,True
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_82_11,"['Arable land' 'Complex cultivation patterns' 'Inland waters'
 'Permanent crops']",train,Lithuania,S1A_IW_GRDH_1SDV_20170925T043501_35ULB_82_11,S2B_MSIL2A_20170927T094019_82_11,False,False,True
S2A_MSIL2A_20170818T103021_N9999_R108_T32TMT_50_12,['Arable land' 'Mixed forest' 'Pastures' 'Permanent crops'],train,Switzerland,S1A_IW_GRDH_1SDV_20170819T053446_32TMT_50_12,S2A_MSIL2A_20170818T103021_50_12,False,False,True
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_59_84,"['Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1A_IW_GRDH_1SDV_20180525T153259_35VNL_59_84,S2B_MSIL2A_20180525T094029_59_84,False,False,True
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_08_40,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_8_40,S2B_MSIL2A_20180204T094159_8_40,False,False,True
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_13_00,['Arable land' 'Inland wetlands' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180420T063852_29UPU_13_0,S2B_MSIL2A_20180421T114349_13_0,False,False,True
S2A_MSIL2A_20170818T103021_N9999_R108_T32TMT_08_51,['Arable land' 'Coniferous forest' 'Mixed forest'],train,Switzerland,S1B_IW_GRDH_1SDV_20170818T054218_32TMT_8_51,S2A_MSIL2A_20170818T103021_8_51,False,False,True
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_39_86,"['Agro-forestry areas' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNC_39_86,S2A_MSIL2A_20171002T112111_39_86,False,False,True
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_22_04,"['Coniferous forest' 'Industrial or commercial units'
 'Moors, heathland and sclerophyllous vegetation' 'Pastures'
 'Urban fabric']",train,Belgium,S1A_IW_GRDH_1SDV_20171016T055031_31UGR_22_4,S2B_MSIL2A_20171015T104009_22_4,False,False,True
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_01_18,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_1_18,S2A_MSIL2A_20180506T100031_1_18,False,False,True
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_06_77,['Arable land' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_6_77,S2B_MSIL2A_20180515T112110_6_77,False,False,True
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_51_04,"['Complex cultivation patterns' 'Mixed forest'
 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20171121T064205_29SND_51_4,S2A_MSIL2A_20171121T112351_51_4,False,False,True
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_78_81,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_78_81,S2B_MSIL2A_20170906T101020_78_81,False,False,True
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_11_68,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171203T064255_29SNB_11_68,S2A_MSIL2A_20171201T112431_11_68,False,False,True
S2B_MSIL2A_20170801T095029_N9999_R079_T33TXN_09_04,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1B_IW_GRDH_1SDV_20170801T164200_33TXN_9_4,S2B_MSIL2A_20170801T095029_9_4,False,False,True
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_84_02,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_84_2,S2B_MSIL2A_20170808T094029_84_2,False,False,True
S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_53_12,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180202T044920_35VLJ_53_12,S2A_MSIL2A_20180205T100211_53_12,False,False,True
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_04_47,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Luxembourg,S1A_IW_GRDH_1SDV_20171016T055031_31UGR_4_47,S2B_MSIL2A_20171015T104009_4_47,False,False,True
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_07_32,['Arable land' 'Coniferous forest'],train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_7_32,S2A_MSIL2A_20180506T100031_7_32,False,False,True
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_55_10,"['Arable land' 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_55_10,S2A_MSIL2A_20171201T112431_55_10,False,False,True
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_65_07,['Coniferous forest' 'Inland wetlands'],train,Finland,S1A_IW_GRDH_1SDV_20170925T043256_35VPK_65_7,S2B_MSIL2A_20170924T93020_65_7,False,False,True
S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_86_45,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180417T155012_34WFV_86_45,S2B_MSIL2A_20180417T102019_86_45,False,False,True
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_03_38,"['Broad-leaved forest' 'Inland wetlands'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_3_38,S2B_MSIL2A_20180220T114339_3_38,False,False,True
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_30_10,['Arable land'],train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_30_10,S2B_MSIL2A_20170831T095029_30_10,False,False,True
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_78_23,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_78_23,S2B_MSIL2A_20180521T100029_78_23,False,False,True
S2B_MSIL2A_20180428T095029_N9999_R079_T33TXN_11_40,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180428T164218_33TXN_11_40,S2B_MSIL2A_20180428T095029_11_40,False,False,True
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_90_46,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20170827T162434_34TEQ_90_46,S2B_MSIL2A_20170825T093029_90_46,False,False,True
S2B_MSIL2A_20170718T115359_N9999_R023_T29UPB_07_64,"['Inland wetlands'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation' 'Pastures'
 'Urban fabric']",train,Ireland,S1A_IW_GRDH_1SDV_20170718T063826_29UPB_7_64,S2B_MSIL2A_20170718T115359_7_64,False,False,True
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_82_17,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_82_17,S2B_MSIL2A_20180201T093219_82_17,False,False,True
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_76_84,['Agro-forestry areas' 'Broad-leaved forest' 'Pastures'],train,Portugal,S1A_IW_GRDH_1SDV_20171122T063450_29SND_76_84,S2A_MSIL2A_20171121T112351_76_84,False,False,True
S2A_MSIL2A_20170818T103021_N9999_R108_T32TMT_10_30,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Switzerland,S1B_IW_GRDH_1SDV_20170818T054218_32TMT_10_30,S2A_MSIL2A_20170818T103021_10_30,False,False,True
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_43_11,['Agro-forestry areas' 'Arable land' 'Mixed forest'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_43_11,S2B_MSIL2A_20180515T112109_43_11,False,False,True
S2B_MSIL2A_20171219T095409_N9999_R079_T33TXN_18_07,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Austria,S1B_IW_GRDH_1SDV_20171220T050912_33TXN_18_7,S2B_MSIL2A_20171219T095409_18_7,False,False,True
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_64_00,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_64_0,S2B_MSIL2A_20170930T095019_64_0,False,False,True
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_11_09,['Coniferous forest'],train,Finland,S1A_IW_GRDH_1SDV_20170925T043256_35VPK_11_9,S2B_MSIL2A_20170924T93022_11_9,False,False,True
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_31_05,"['Arable land' 'Broad-leaved forest' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20180327T064301_29SNB_31_5,S2B_MSIL2A_20180326T112109_31_5,False,False,True
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_05_65,['Arable land' 'Broad-leaved forest' 'Inland wetlands'],train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_5_65,S2B_MSIL2A_20170927T094019_5_65,False,False,True
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_18_09,"['Arable land' 'Broad-leaved forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170812T182712_29SNC_18_9,S2A_MSIL2A_20170813T112121_18_9,False,False,True
S2B_MSIL2A_20171206T094349_N9999_R036_T34TCR_80_88,['Arable land' 'Complex cultivation patterns'],train,Serbia,S1B_IW_GRDH_1SDV_20171206T163254_34TCR_80_88,S2B_MSIL2A_20171206T094349_80_88,False,False,True
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_85_60,"['Arable land' 'Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20180413T161957_34UEG_85_60,S2A_MSIL2A_20180413T095031_85_60,False,False,True
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_53_00,"['Arable land' 'Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180525T153259_35VNK_53_0,S2B_MSIL2A_20180525T94031_53_0,False,False,True
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPA_31_79,['Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPA_31_79,S2A_MSIL2A_20170717T113321_31_79,False,False,True
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_43_84,['Arable land' 'Permanent crops'],train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_43_84,S2B_MSIL2A_20170831T095029_43_84,False,False,True
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_03_89,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_3_89,S2B_MSIL2A_20170825T093029_3_89,False,False,True
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_10_54,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_10_54,S2B_MSIL2A_20180201T093219_10_54,False,False,True
S2B_MSIL2A_20171107T105229_N9999_R051_T31UER_82_36,['Broad-leaved forest' 'Complex cultivation patterns'],train,Belgium,S1B_IW_GRDH_1SDV_20171108T055808_31UER_82_36,S2B_MSIL2A_20171107T105229_82_36,False,False,True
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_27_10,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation' 'Permanent crops'
 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_27_10,S2A_MSIL2A_20171221T112501_27_10,False,False,True
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_12_67,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_12_67,S2B_MSIL2A_20180204T094159_12_67,False,False,True
S2A_MSIL2A_20180526T100031_N9999_R122_T34WFU_57_87,['Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180526T045642_34WFU_57_87,S2A_MSIL2A_20180526T100031_57_87,False,False,True
S2B_MSIL2A_20180522T093029_N9999_R136_T35VPJ_09_39,['Broad-leaved forest' 'Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180523T043321_35VPJ_9_39,S2B_MSIL2A_20180522T093029_9_39,False,False,True
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_56_05,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Mixed forest']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_56_5,S2B_MSIL2A_20170808T094029_56_5,False,False,True
S2B_MSIL2A_20171219T095409_N9999_R079_T33TWN_52_82,['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'],train,Austria,S1B_IW_GRDH_1SDV_20171220T050937_33TWN_52_82,S2B_MSIL2A_20171219T095409_52_82,False,False,True
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGS_20_87,"['Coniferous forest' 'Industrial or commercial units' 'Pastures'
 'Transitional woodland, shrub']",train,Belgium,S1A_IW_GRDH_1SDV_20171016T055031_31UGS_20_87,S2B_MSIL2A_20171015T104009_20_87,False,False,True
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_47_00,['Agro-forestry areas' 'Arable land'],train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_47_0,S2A_MSIL2A_20171201T112431_47_0,False,False,True
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_47_88,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub' 'Urban fabric']",train,Serbia,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_47_88,S2B_MSIL2A_20180502T093039_47_88,False,False,True
S2A_MSIL2A_20170905T095031_N9999_R079_T35WPN_04_76,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170903T153323_35WPN_4_76,S2A_MSIL2A_20170905T95032_4_76,False,False,True
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_68_08,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20170701T182622_29SND_68_8,S2A_MSIL2A_20170704T112111_68_8,False,False,True
